UCWF,UCWDP,UCFDP,UCFMS,UCFMEP,UCAF,UCFMC,UCMVB,UCAH,UCFS,UCFVB,UCFMV,UCFMT,UCHC,UCHAH,UCHV,MVWF2,MVCV,MVDP,MVWF1,MVWF1.setting,MVSO,MVOT,CPPR,CPHE,CPMEP,CPCF,CPHP,CPMC,CPAH,CPMV,CPMT,CPSP,CPDP,UCSDP,AMBH,AMBT,UCAIH,UCAIT,UCAOH,UCAOT,UCWIT,UCWOT,timestamp,experiment_id,season,T_initial,T_setpoint,frequency_factor
0,6,78.95,1535,114,1217,1.04,1.5,1387,1065,2.22,386,52.3,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.008,32.8,408.1,0,71,98,15.14,39,24.09,36.48,25.66,21.1,33.0,12.95,16.67,2021-03-15 12:55:56.000000000,DS15,winter,19.2,25.0,110.0
0,6,77.61,1535,121,1207,1.05,1.46,1387,1072,2.52,386,52.3,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.007,32.8,408.1,0,70,97,15.14,39,24.09,36.48,25.66,21.1,32.97,12.95,16.67,2021-03-15 12:55:57.000000000,DS15,winter,19.2,25.0,110.0
0,7,78.61,1535,114,1215,1.04,1.59,1387,1076,1.87,386,52.4,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.007,32.8,408.4,0,71,98,14.65,39,24.09,36.4,25.66,21.1,32.97,12.95,16.67,2021-03-15 12:55:58.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.62,1535,118,1230,1.05,1.48,1387,1069,1.72,386,52.5,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.007,32.8,408.3,0,71,98,15.14,39,24.09,36.4,25.66,21.1,32.97,12.91,16.67,2021-03-15 12:56:00.000000000,DS15,winter,19.2,25.0,110.0
0,7,78.95,1535,121,1217,1.05,1.51,1387,1079,2.2,386,52.5,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.0,0,71,98,14.65,39,24.09,36.4,25.66,21.07,33.06,12.95,16.76,2021-03-15 12:56:01.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,121,1222,1.05,1.43,1387,1069,2.31,386,52.5,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.008,32.8,407.9,0,70,98,15.14,39,24.09,36.4,25.66,21.07,33.01,12.91,16.72,2021-03-15 12:56:02.000000000,DS15,winter,19.2,25.0,110.0
0,7,79.95,1535,116,1225,1.04,1.58,1387,1079,1.92,386,52.5,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,407.9,0,71,98,14.65,39,24.09,36.4,25.66,21.07,33.03,12.91,16.76,2021-03-15 12:56:03.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,118,1222,1.05,1.48,1387,1063,1.86,386,52.5,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,407.9,0,71,98,15.14,39,24.09,36.4,25.66,21.05,33.02,12.95,16.72,2021-03-15 12:56:04.000000000,DS15,winter,19.2,25.0,110.0
0,6,77.94,1535,116,1210,1.04,1.45,1387,1085,2.29,386,52.5,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.007,32.8,408.1,0,70,98,14.65,39,24.09,36.28,25.66,21.05,33.03,12.95,16.76,2021-03-15 12:56:05.000000000,DS15,winter,19.2,25.0,110.0
0,7,77.61,1535,116,1207,1.04,1.43,1387,1080,2.23,386,52.4,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.007,32.8,407.9,0,71,98,14.65,39,24.09,36.28,25.66,21.05,33.03,12.95,16.81,2021-03-15 12:56:06.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,111,1222,1.04,1.56,1387,1079,1.88,386,52.5,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,407.9,0,70,97,14.65,39,24.09,36.28,25.66,21.02,33.07,12.95,16.76,2021-03-15 12:56:07.000000000,DS15,winter,19.2,25.0,110.0
0,7,78.61,1535,111,1215,1.04,1.5,1387,1079,1.76,386,52.6,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.007,32.8,408.0,0,70,98,14.65,39,24.09,36.26,25.66,21.02,33.06,12.91,16.76,2021-03-15 12:56:08.000000000,DS15,winter,19.2,25.0,110.0
0,7,79.28,1535,122,1220,1.04,1.48,1387,1079,2.45,386,52.6,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.007,32.8,408.0,0,71,98,14.65,39,24.09,36.28,25.66,21.02,33.06,12.95,16.72,2021-03-15 12:56:09.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,108,1222,1.04,1.44,1387,1070,2.32,386,52.6,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.007,32.8,408.0,0,71,98,15.14,39,24.16,36.28,25.66,21.02,33.1,12.95,16.76,2021-03-15 12:56:10.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.28,1535,119,1212,1.04,1.53,1387,1078,1.67,386,52.6,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.008,32.8,408.0,0,71,98,15.14,39,24.23,36.28,25.66,21.0,33.07,12.95,16.72,2021-03-15 12:56:11.000000000,DS15,winter,19.2,25.0,110.0
0,7,79.62,1535,112,1222,1.04,1.46,1387,1078,2.43,386,52.6,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.008,32.8,407.8,0,71,98,14.65,39,24.23,36.28,25.66,21.0,33.07,12.95,16.76,2021-03-15 12:56:12.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,107,1220,1.04,1.47,1387,1080,2.38,386,52.7,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.008,32.8,407.9,0,71,98,14.65,39,24.23,36.28,25.8,21.0,33.13,13.0,16.76,2021-03-15 12:56:13.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,121,1225,1.04,1.53,1387,1079,1.9,386,52.7,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.008,32.8,407.9,0,71,98,15.14,39,24.23,36.28,25.8,20.97,33.11,13.0,16.72,2021-03-15 12:56:14.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,113,1222,1.04,1.51,1387,1079,1.76,386,52.7,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.007,32.8,407.9,0,70,97,14.65,39,24.23,36.28,25.8,21.0,33.13,13.0,16.76,2021-03-15 12:56:15.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,111,1220,1.04,1.41,1387,1079,2.34,386,52.7,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.006,32.8,407.5,0,71,97,15.14,39,24.23,36.26,25.8,20.97,33.13,13.0,16.72,2021-03-15 12:56:16.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,118,1220,1.04,1.44,1387,1069,2.25,386,52.7,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.006,32.8,407.5,0,71,98,15.14,39,24.23,36.28,25.8,20.95,33.11,13.0,16.76,2021-03-15 12:56:17.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,108,1220,1.04,1.49,1387,1081,1.75,386,52.7,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.007,32.8,407.8,0,71,98,14.65,39,24.23,36.28,25.8,20.95,33.14,13.0,16.76,2021-03-15 12:56:18.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.95,1535,125,1217,1.04,1.53,1387,1081,1.76,386,52.7,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.007,32.8,407.8,0,70,97,15.14,39,24.23,36.28,25.8,20.95,33.16,13.0,16.76,2021-03-15 12:56:19.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.28,1535,110,1212,1.04,1.41,1387,1070,2.44,386,52.8,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.008,32.8,407.8,0,71,97,14.65,39,24.23,36.28,25.8,20.95,33.16,13.0,16.76,2021-03-15 12:56:20.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.28,1535,110,1212,1.04,1.41,1387,1071,2.44,386,52.8,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.008,32.8,407.8,0,71,97,14.65,39,24.23,36.28,25.8,20.95,33.16,13.0,16.76,2021-03-15 12:56:21.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.61,1535,108,1215,1.04,1.48,1387,1071,2.14,386,52.8,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.007,32.8,407.8,0,71,97,14.65,39,24.23,36.28,25.8,20.95,33.16,13.0,16.76,2021-03-15 12:56:22.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.62,1535,116,1230,1.04,1.51,1387,1071,1.74,386,52.8,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.008,32.8,407.8,0,70,97,15.14,39,24.23,36.21,25.8,20.95,33.14,12.95,16.81,2021-03-15 12:56:24.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,118,1220,1.05,1.43,1387,1079,2.45,386,52.8,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.008,32.8,407.8,0,70,98,14.65,39,24.23,36.21,25.8,20.92,33.17,13.05,16.81,2021-03-15 12:56:25.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,114,1225,1.05,1.44,1387,1079,2.28,386,52.8,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,407.8,0,71,98,14.65,39,24.23,36.21,25.8,20.92,33.16,13.0,16.81,2021-03-15 12:56:26.000000000,DS15,winter,19.2,25.0,110.0
0,6,77.94,1535,118,1210,1.04,1.48,1387,1069,1.66,386,52.8,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.007,32.8,408.0,0,71,97,15.14,39,24.23,36.21,25.8,20.88,33.24,13.05,16.81,2021-03-15 12:56:27.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.95,1535,116,1217,1.05,1.54,1387,1070,1.75,386,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.007,32.8,407.9,0,71,97,14.65,39,24.31,36.21,25.8,20.9,33.19,13.05,16.81,2021-03-15 12:56:28.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.95,1535,110,1217,1.04,1.4,1387,1070,2.42,386,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.007,32.8,408.0,0,70,98,15.14,39,24.31,36.21,25.8,20.88,33.21,13.05,16.81,2021-03-15 12:56:29.000000000,DS15,winter,19.2,25.0,110.0
0,7,78.61,1535,113,1215,1.05,1.48,1387,1070,2.31,386,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.009,32.8,408.0,0,70,98,14.65,39,24.31,36.21,25.8,20.88,33.23,13.05,16.81,2021-03-15 12:56:30.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,112,1220,1.04,1.47,1387,1069,1.66,386,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.009,32.8,408.0,0,70,98,14.65,39,24.32,36.21,25.85,20.88,33.24,13.05,16.91,2021-03-15 12:56:31.000000000,DS15,winter,19.2,25.0,110.0
0,7,79.28,1535,122,1220,1.05,1.54,1387,1069,1.76,386,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.009,32.8,408.0,0,70,97,14.65,39,24.31,36.21,25.85,20.85,33.22,13.05,16.81,2021-03-15 12:56:32.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,113,1222,1.04,1.4,1387,1069,2.35,386,52.8,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,3,0,0,0.008,32.8,408.3,0,70,98,14.65,39,24.32,36.21,25.85,20.85,33.23,13.05,16.91,2021-03-15 12:56:34.000000000,DS15,winter,19.2,25.0,110.0
0,7,79.28,1535,116,1220,1.04,1.5,1387,1080,1.75,386,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,2,0,0,0.007,32.8,408.0,0,71,98,15.14,39,24.31,36.09,25.85,20.83,33.24,13.05,16.81,2021-03-15 12:56:35.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,116,1222,1.04,1.5,1387,1080,1.86,386,52.8,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,2,0,0,0.007,32.8,408.0,0,70,98,15.14,39,24.31,36.09,25.86,20.83,33.24,13.05,16.81,2021-03-15 12:56:36.000000000,DS15,winter,19.2,25.0,110.0
0,7,77.94,1535,113,1210,1.04,1.4,1387,1069,2.33,385,52.9,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,2,0,0,0.007,32.8,408.2,0,70,97,14.65,39,24.31,36.09,25.85,20.83,33.24,13.05,16.81,2021-03-15 12:56:37.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.95,1535,117,1217,1.04,1.53,1387,1069,2.2,385,53.0,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,2,0,0,0.007,32.8,408.2,0,70,97,15.14,39,24.31,36.09,25.85,20.83,33.24,13.05,16.81,2021-03-15 12:56:38.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,116,1222,1.04,1.44,1387,1063,1.73,385,53.0,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,3,0,0,0.008,32.8,407.7,0,71,97,15.14,39,24.31,36.09,25.86,20.8,33.28,13.05,16.81,2021-03-15 12:56:39.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,107,1222,1.04,1.5,1387,1063,1.81,385,53.0,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,3,0,0,0.007,32.8,407.7,0,71,99,15.14,39,24.31,36.09,25.85,20.8,33.27,13.05,16.81,2021-03-15 12:56:40.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,117,1222,1.04,1.43,1387,1080,2.48,385,53.0,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.008,32.8,408.0,0,72,97,15.14,39,24.31,36.09,25.85,20.78,33.3,13.05,16.81,2021-03-15 12:56:41.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,117,1225,1.05,1.47,1387,1080,2.13,385,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.0,0,72,97,14.65,39,24.32,36.09,25.85,20.78,33.3,13.05,16.86,2021-03-15 12:56:42.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.61,1535,110,1215,1.04,1.47,1387,1069,1.67,385,53.0,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.008,32.8,408.0,0,71,97,15.14,39,24.31,36.09,25.85,20.78,33.3,13.15,16.81,2021-03-15 12:56:43.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,114,1220,1.05,1.56,1387,1069,1.78,385,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.0,0,70,97,15.14,39,24.31,36.09,25.86,20.78,33.33,13.15,16.81,2021-03-15 12:56:44.000000000,DS15,winter,19.2,25.0,110.0
0,7,79.62,1535,130,1222,1.05,1.42,1387,1065,2.42,385,52.9,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.007,32.8,408.8,0,70,97,14.65,39,24.31,36.09,25.85,20.78,33.36,13.15,16.81,2021-03-15 12:56:45.000000000,DS15,winter,19.2,25.0,110.0
0,7,80.28,1535,109,1228,1.05,1.56,1387,1065,2.33,385,53.0,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.007,32.8,408.8,0,70,97,15.14,39,24.31,35.99,25.86,20.78,33.3,13.15,16.91,2021-03-15 12:56:46.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.62,1535,123,1230,1.05,1.48,1387,1070,1.82,385,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.008,32.8,409.1,0,70,97,15.14,39,24.31,35.99,25.85,20.75,33.39,13.15,16.91,2021-03-15 12:56:47.000000000,DS15,winter,19.2,25.0,110.0
0,6,77.61,1535,113,1207,1.05,1.47,1387,1071,1.78,385,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.008,32.8,409.0,0,70,97,15.14,39,24.32,35.99,25.85,20.78,33.35,13.15,16.91,2021-03-15 12:56:48.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,116,1225,1.03,1.4,1387,1071,2.34,385,52.9,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.008,32.8,409.0,0,71,98,15.14,39,24.32,35.99,25.86,20.75,33.34,13.15,16.91,2021-03-15 12:56:49.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,111,1222,1.05,1.48,1387,1071,2.22,385,53.1,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.007,32.8,409.0,0,71,99,14.65,39,24.32,35.99,25.85,20.75,33.38,13.15,16.91,2021-03-15 12:56:50.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,110,1222,1.05,1.47,1387,1069,1.87,385,53.2,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.008,32.8,408.8,0,71,98,14.65,39,24.46,35.99,25.86,20.75,33.39,13.1,16.91,2021-03-15 12:56:51.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,117,1220,1.04,1.5,1387,1069,1.84,385,53.2,0.008,79,411.1,0,0.0,2,1,0,2,0,26,0,4,0,0,0.008,32.8,408.8,0,71,99,14.65,39,24.45,35.99,25.85,20.73,33.34,13.15,16.91,2021-03-15 12:56:52.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.95,1535,114,1217,1.05,1.41,1387,1071,2.06,385,53.2,0.008,79,411.1,0,0.0,0,1,0,2,0,26,0,4,0,0,0.008,32.8,409.0,0,71,99,15.14,39,24.46,35.99,25.85,20.73,33.38,13.1,16.91,2021-03-15 12:56:53.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,113,1222,1.04,1.45,1387,1069,2.01,385,53.2,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.9,0,72,99,15.14,39,24.45,35.99,26.0,20.7,33.44,13.1,16.91,2021-03-15 12:56:54.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,119,1225,1.05,1.5,1387,1069,1.91,385,53.2,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.9,0,72,99,15.14,39,24.45,35.99,26.0,20.7,33.4,13.15,16.91,2021-03-15 12:56:55.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.28,1535,108,1228,1.04,1.42,1387,1069,2.03,385,53.1,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.008,32.8,408.6,0,71,99,15.14,39,24.46,35.89,26.0,20.7,33.38,13.2,16.91,2021-03-15 12:56:56.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,116,1220,1.04,1.51,1387,1069,2.17,385,53.2,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.6,0,70,99,15.14,39,24.45,35.89,26.0,20.7,33.4,13.2,16.96,2021-03-15 12:56:57.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,117,1220,1.04,1.51,1387,1069,2.17,385,53.2,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.6,0,70,99,15.14,39,24.45,35.89,26.0,20.7,33.4,13.2,16.96,2021-03-15 12:56:58.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,118,1225,1.04,1.48,1387,1069,1.85,385,53.2,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.008,32.8,408.9,0,70,99,15.14,39,24.45,35.89,26.0,20.68,33.44,13.2,16.91,2021-03-15 12:56:59.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.62,1535,118,1230,1.04,1.5,1387,1069,1.76,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.008,32.8,409.0,0,70,99,15.14,39,24.45,35.89,26.0,20.66,33.39,13.2,16.91,2021-03-15 12:57:00.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,115,1225,1.04,1.44,1387,1071,2.17,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.007,32.8,408.9,0,70,99,15.14,39,24.45,35.89,26.0,20.66,33.43,13.2,16.91,2021-03-15 12:57:01.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.62,1535,111,1230,1.05,1.53,1387,1071,2.11,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.007,32.8,408.9,0,70,99,15.14,39,24.45,35.89,26.0,20.68,33.43,13.2,16.91,2021-03-15 12:57:02.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,118,1225,1.04,1.47,1387,1064,1.85,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.007,32.8,408.9,0,70,98,15.14,39,24.46,35.89,26.0,20.66,33.47,13.2,16.91,2021-03-15 12:57:03.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.95,1535,115,1217,1.04,1.48,1387,1064,1.82,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.007,32.8,408.9,0,70,99,15.14,39,24.46,35.89,26.0,20.66,33.45,13.2,16.91,2021-03-15 12:57:04.000000000,DS15,winter,19.2,25.0,110.0
0,6,81.96,1535,118,1240,1.05,1.41,1387,1069,2.17,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.008,32.8,408.6,0,70,99,15.14,39,24.46,35.89,26.0,20.66,33.47,13.2,16.91,2021-03-15 12:57:05.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,113,1220,1.05,1.53,1387,1069,2.13,385,53.2,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.6,0,72,99,14.65,39,24.46,35.89,26.0,20.66,33.47,13.2,16.91,2021-03-15 12:57:06.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.28,1535,123,1228,1.04,1.48,1387,1080,1.82,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.007,32.8,409.2,0,70,99,14.65,39,24.46,35.89,26.0,20.63,33.49,13.2,16.91,2021-03-15 12:57:07.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,114,1220,1.05,1.47,1387,1080,1.9,385,53.3,0.008,79,411.1,0,0.0,1,1,0,2,0,26,0,4,0,0,0.008,32.8,408.9,0,72,99,14.65,39,24.51,35.89,26.0,20.63,33.5,13.2,16.91,2021-03-15 12:57:08.000000000,DS15,winter,19.2,25.0,110.0
0,7,78.95,1535,119,1217,1.05,1.43,1387,1070,2.17,385,53.4,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.007,32.8,409.0,0,70,99,14.65,39,24.51,35.89,26.0,20.63,33.46,13.2,16.91,2021-03-15 12:57:09.000000000,DS15,winter,19.2,25.0,110.0
0,7,78.95,1535,119,1217,1.05,1.43,1387,1069,2.17,385,53.4,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.007,32.8,409.0,0,71,99,14.65,39,24.51,35.89,26.0,20.63,33.46,13.2,16.91,2021-03-15 12:57:10.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,113,1220,1.05,1.5,1387,1070,1.76,385,53.4,0.008,79,411.1,0,0.0,1,1,0,2,0,27,0,4,0,0,0.008,32.8,408.8,0,72,98,15.14,39,24.51,35.89,26.0,20.61,33.52,13.2,17.06,2021-03-15 12:57:11.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.28,1535,109,1228,1.04,1.48,1387,1070,1.93,385,53.4,0.008,79,411.1,0,0.0,1,1,0,2,0,28,0,4,0,0,0.008,32.8,408.7,0,71,98,15.14,39,24.51,35.89,26.09,20.61,33.52,13.2,16.96,2021-03-15 12:57:12.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,113,1220,1.05,1.43,1387,1069,2.31,385,53.4,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.008,32.8,408.7,0,72,98,14.65,39,24.51,35.89,26.09,20.61,33.49,13.25,16.96,2021-03-15 12:57:13.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.28,1535,118,1228,1.05,1.39,1387,1069,2.19,385,53.4,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.008,32.8,408.7,0,71,98,14.65,39,24.51,35.89,26.09,20.61,33.47,13.25,16.96,2021-03-15 12:57:15.000000000,DS15,winter,19.2,25.0,110.0
0,6,78.95,1535,118,1217,1.05,1.5,1387,1069,1.78,385,53.4,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.008,32.8,408.7,0,72,98,15.14,39,24.51,35.89,26.09,20.61,33.47,13.25,16.96,2021-03-15 12:57:16.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.28,1535,118,1228,1.05,1.38,1387,1069,2.15,385,53.3,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.008,32.8,408.7,0,72,98,14.65,39,24.51,35.89,26.09,20.58,33.52,13.25,16.96,2021-03-15 12:57:18.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.28,1535,116,1228,1.05,1.47,1387,1071,1.78,385,53.4,0.008,79,411.1,0,0.0,0,1,0,2,0,29,0,4,0,0,0.006,32.8,408.7,0,72,100,15.14,39,24.51,35.89,26.09,20.56,33.56,13.25,17.06,2021-03-15 12:57:19.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.62,1535,112,1222,1.05,1.45,1387,1071,1.93,385,53.5,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.006,32.8,408.7,0,71,98,14.65,39,24.51,35.89,26.09,20.56,33.56,13.25,16.96,2021-03-15 12:57:20.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.95,1535,114,1225,1.05,1.45,1387,1077,1.63,385,53.5,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.006,32.8,408.7,0,70,98,15.14,39,24.51,35.77,26.09,20.56,33.56,13.25,16.96,2021-03-15 12:57:21.000000000,DS15,winter,19.2,25.0,110.0
0,6,79.28,1535,118,1220,1.05,1.54,1387,1069,2.08,385,53.5,0.008,79,411.1,0,0.0,0,1,0,2,0,27,0,4,0,0,0.008,32.8,408.9,0,70,98,15.14,39,24.51,35.75,26.09,20.56,33.56,13.25,16.96,2021-03-15 12:57:22.000000000,DS15,winter,19.2,25.0,110.0
0,6,80.62,1535,107,1230,1.05,1.51,1387,1070,1.75,385,53.5,0.008,79,411.1,0,0.0,0,1,0,2,0,28,0,4,0,0,0.007,32.8,408.8,0,70,99,14.65,39,24.51,35.77,26.09,20.53,33.6,13.25,16.96,2021-03-15 12:57:23.000000000,DS15,winter,19.2,25.0,110.0
