UCWF,UCWDP,UCFDP,UCFMS,UCFMEP,UCAF,UCFMC,UCMVB,UCAH,UCFS,UCFVB,UCFMV,UCFMT,UCHC,UCHAH,UCHV,MVWF2,MVCV,MVDP,MVWF1,MVWF1.setting,MVSO,MVOT,CPPR,CPHE,CPMEP,CPCF,CPHP,CPMC,CPAH,CPMV,CPMT,CPSP,CPDP,UCSDP,AMBH,AMBT,UCAIH,UCAIT,UCAOH,UCAOT,UCWIT,UCWOT,timestamp,experiment_id,season,T_initial,T_setpoint,frequency_factor
-3,8,95.24,1395,120,1337,1.07,1.76,62,1412,1.72,351,52.5,3.066,4,405.9,-3,-0.05,2,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.6,0,67,109,14.16,45,25.02,42.44,26.36,24.64,33.71,15.64,19.01,1970-01-01 00:00:00.000000780,DS04,winter,22.13,27.0,
-1,6,95.73,1395,118,1340,1.05,2.0,42,1419,1.62,351,47.3,3.076,3,406.8,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.008,2.4,406.0,0,70,98,13.19,63,21.9,60.01,22.98,37.26,29.67,12.17,16.23,1970-01-01 00:00:00.000000781,DS05,winter,18.7,28.0,
-2,8,96.7,1395,126,1347,1.05,1.79,62,1441,1.47,351,52.6,3.067,4,406.0,-2,-0.05,2,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.9,0,66,108,14.16,45,25.01,42.44,26.36,24.59,33.68,15.64,19.06,1970-01-01 00:00:00.000000781,DS04,winter,22.13,27.0,
-3,8,98.17,1395,106,1357,1.06,2.06,62,1441,1.53,351,52.6,3.067,4,406.0,-3,-0.05,3,1,1,0,0,42,0,4,0,-1,0.007,2.9,405.0,0,66,109,14.16,45,25.01,42.44,26.36,24.59,33.68,15.64,19.01,1970-01-01 00:00:00.000000782,DS04,winter,22.13,27.0,
-1,6,95.73,1395,120,1340,1.05,1.95,42,1419,1.49,351,47.3,3.08,3,406.8,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,405.8,0,70,98,13.19,63,21.9,60.01,22.98,37.26,29.65,12.12,16.23,1970-01-01 00:00:00.000000782,DS05,winter,18.7,28.0,
-2,8,97.68,1395,113,1354,1.05,2.08,62,1434,1.56,351,52.6,3.066,4,405.9,-2,-0.05,2,1,1,0,0,41,0,4,0,-1,0.008,2.9,405.0,0,66,108,14.65,45,25.01,42.44,26.36,24.59,33.68,15.69,19.01,1970-01-01 00:00:00.000000783,DS04,winter,22.13,27.0,
-1,6,96.21,1395,122,1344,1.06,1.74,42,1421,1.37,351,47.3,3.077,3,407.6,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.7,0,70,98,13.19,63,21.91,60.01,22.98,37.21,29.68,12.17,16.23,1970-01-01 00:00:00.000000783,DS05,winter,18.7,28.0,
-3,8,97.19,1395,120,1351,1.05,1.98,62,1434,1.62,351,52.6,3.066,4,405.9,-3,-0.05,3,1,1,0,0,42,0,4,0,-1,0.008,2.9,405.0,0,66,107,14.16,45,25.01,42.44,26.36,24.59,33.68,15.69,19.01,1970-01-01 00:00:00.000000784,DS04,winter,22.13,27.0,
-1,6,95.24,1395,124,1337,1.07,1.68,42,1431,1.6,351,47.3,3.076,3,407.4,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.008,2.4,406.3,0,70,98,13.19,63,21.91,60.01,22.98,37.19,29.74,12.12,16.23,1970-01-01 00:00:00.000000784,DS05,winter,18.7,28.0,
0,6,97.19,1395,123,1351,1.07,1.66,42,1421,1.49,351,47.4,3.076,3,407.3,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.008,2.4,406.2,0,70,98,13.19,63,21.9,60.01,22.98,37.16,29.69,12.08,16.23,1970-01-01 00:00:00.000000785,DS05,winter,18.7,28.0,
-3,8,98.17,1395,119,1357,1.06,1.74,62,1432,1.59,351,52.5,3.064,4,405.9,-3,-0.05,3,1,1,0,0,42,0,4,0,-1,0.007,2.9,405.0,0,66,108,14.16,45,25.08,42.44,26.36,24.56,33.74,15.69,19.01,1970-01-01 00:00:00.000000785,DS04,winter,22.13,27.0,
-3,8,95.73,1395,119,1340,1.06,1.85,62,1432,1.54,351,52.5,3.065,4,405.7,-3,-0.05,3,1,1,0,0,42,0,4,0,-1,0.008,2.9,404.5,0,66,109,14.16,45,25.15,42.44,26.36,24.56,33.76,15.69,19.01,1970-01-01 00:00:00.000000786,DS04,winter,22.13,27.0,
-1,6,95.73,1395,117,1340,1.07,1.86,42,1432,1.46,351,47.4,3.077,3,407.2,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.008,2.4,406.1,0,70,98,13.19,63,21.91,60.01,22.98,37.16,29.75,12.17,16.23,1970-01-01 00:00:00.000000786,DS05,winter,18.7,28.0,
-3,8,98.17,1395,112,1357,1.05,1.64,62,1419,1.58,351,52.7,3.066,4,405.8,-3,-0.05,3,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.7,0,66,108,13.68,45,25.16,42.44,26.36,24.56,33.76,15.69,19.01,1970-01-01 00:00:00.000000787,DS04,winter,22.13,27.0,
-1,6,96.21,1395,122,1344,1.07,1.89,42,1422,1.47,351,47.4,3.073,3,407.2,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.008,2.4,406.0,0,70,98,13.19,63,21.91,60.01,22.98,37.16,29.71,12.17,16.23,1970-01-01 00:00:00.000000787,DS05,winter,18.7,28.0,
-2,8,96.7,1395,115,1347,1.05,1.75,62,1420,1.58,351,52.5,3.066,4,405.8,-2,-0.05,4,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.8,0,66,108,14.16,45,25.16,42.44,26.36,24.54,33.79,15.69,19.01,1970-01-01 00:00:00.000000788,DS04,winter,22.13,27.0,
-1,6,94.26,1395,126,1330,1.07,1.99,42,1430,1.5,351,47.4,3.074,3,406.9,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.009,2.4,406.0,0,70,98,12.7,63,21.91,60.01,22.98,37.16,29.75,12.17,16.23,1970-01-01 00:00:00.000000788,DS05,winter,18.7,28.0,
-2,8,97.68,1395,116,1354,1.06,2.05,62,1420,1.67,352,52.7,3.063,4,405.8,-2,-0.05,4,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.8,0,66,107,14.65,45,25.16,42.44,26.36,24.51,33.82,15.69,19.01,1970-01-01 00:00:00.000000789,DS04,winter,22.13,27.0,
-3,6,95.24,1395,123,1337,1.06,1.92,42,1419,1.53,351,47.4,3.074,3,407.0,-3,-0.05,3,1,1,0,0,31,0,2,0,1,0.009,2.4,406.0,0,70,98,13.19,63,21.91,60.01,22.98,37.11,29.78,12.17,16.23,1970-01-01 00:00:00.000000789,DS05,winter,18.7,28.0,
-2,8,96.7,1395,116,1347,1.05,1.92,62,1420,1.53,351,52.7,3.063,4,405.8,-2,-0.05,4,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.8,0,66,108,14.65,45,25.16,42.44,26.36,24.51,33.82,15.69,19.01,1970-01-01 00:00:00.000000790,DS04,winter,22.13,27.0,
0,6,96.7,1395,115,1347,1.05,1.88,42,1433,1.56,351,47.5,3.074,3,407.0,0,-0.05,0,1,1,0,0,30,0,2,0,1,0.009,2.4,405.8,0,70,98,13.19,63,21.9,60.01,23.07,37.11,29.76,12.17,16.23,1970-01-01 00:00:00.000000790,DS05,winter,18.7,28.0,
-3,6,95.73,1395,114,1340,1.05,1.87,62,1421,1.58,351,52.7,3.064,4,405.6,-3,-0.05,2,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.6,0,66,109,14.16,45,25.16,42.34,26.36,24.51,33.83,15.69,19.11,1970-01-01 00:00:00.000000791,DS04,winter,22.13,27.0,
-1,6,94.26,1395,117,1330,1.06,1.79,42,1422,1.62,351,47.5,3.074,3,406.7,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.008,2.4,406.0,0,70,98,13.19,63,21.9,60.01,23.07,37.09,29.76,12.12,16.23,1970-01-01 00:00:00.000000791,DS05,winter,18.7,28.0,
-2,6,95.73,1395,118,1340,1.06,1.95,62,1421,1.59,351,52.7,3.064,4,405.7,-2,-0.05,4,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.6,0,66,108,14.16,45,25.16,42.34,26.36,24.49,33.83,15.69,19.11,1970-01-01 00:00:00.000000792,DS04,winter,22.13,27.0,
-1,6,93.77,1395,123,1327,1.05,1.65,42,1430,1.47,351,47.5,3.073,3,406.9,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.9,59.92,23.07,37.06,29.79,12.17,16.23,1970-01-01 00:00:00.000000792,DS05,winter,18.7,28.0,
-2,6,96.7,1395,121,1347,1.07,1.72,62,1421,1.4,351,52.8,3.064,4,405.8,-2,-0.05,4,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.6,0,66,109,14.16,45,25.16,42.34,26.5,24.49,33.8,15.69,19.11,1970-01-01 00:00:00.000000793,DS04,winter,22.13,27.0,
-1,6,95.24,1395,124,1337,1.06,1.8,42,1411,1.45,351,47.5,3.073,3,407.0,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.9,59.92,23.07,37.06,29.82,12.17,16.23,1970-01-01 00:00:00.000000793,DS05,winter,18.7,28.0,
-2,6,97.19,1395,113,1351,1.07,1.72,62,1421,1.72,351,52.8,3.064,4,405.8,-2,-0.05,4,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.6,0,66,108,14.16,45,25.16,42.34,26.5,24.49,33.82,15.69,19.11,1970-01-01 00:00:00.000000794,DS04,winter,22.13,27.0,
-3,6,95.73,1395,117,1340,1.06,1.9,42,1441,1.47,351,47.5,3.075,3,407.1,-3,-0.05,4,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.91,59.92,23.07,37.04,29.82,12.17,16.23,1970-01-01 00:00:00.000000794,DS05,winter,18.7,28.0,
-2,6,97.19,1395,119,1351,1.05,1.81,62,1421,1.62,352,52.8,3.065,4,405.8,-2,-0.05,3,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.6,0,66,109,14.65,45,25.16,42.34,26.5,24.49,33.85,15.69,19.11,1970-01-01 00:00:00.000000795,DS04,winter,22.13,27.0,
-1,6,96.7,1395,121,1347,1.05,1.69,42,1422,1.39,351,47.5,3.074,3,407.1,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.91,59.92,23.07,37.01,29.85,12.17,16.23,1970-01-01 00:00:00.000000795,DS05,winter,18.7,28.0,
-2,6,95.24,1395,115,1337,1.06,1.7,62,1421,1.51,351,52.8,3.065,4,405.8,-2,-0.05,2,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.6,0,66,108,14.16,45,25.15,42.34,26.5,24.49,33.9,15.69,19.11,1970-01-01 00:00:00.000000796,DS04,winter,22.13,27.0,
-1,6,95.24,1395,125,1337,1.05,2.07,42,1430,1.5,351,47.5,3.074,3,406.9,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.93,59.92,23.07,36.99,29.89,12.17,16.23,1970-01-01 00:00:00.000000796,DS05,winter,18.7,28.0,
-2,6,96.21,1395,117,1344,1.05,2.02,62,1419,1.54,351,52.9,3.061,4,405.8,-2,-0.05,2,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.8,0,66,108,14.16,45,25.16,42.24,26.5,24.46,33.88,15.69,19.11,1970-01-01 00:00:00.000000797,DS04,winter,22.13,27.0,
-1,6,95.73,1395,113,1340,1.05,1.92,43,1422,1.45,351,47.6,3.077,3,406.9,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.99,59.92,23.07,36.99,29.85,12.22,16.23,1970-01-01 00:00:00.000000797,DS05,winter,18.7,28.0,
-3,7,95.24,1395,115,1337,1.06,1.89,62,1419,1.49,351,52.9,3.061,4,405.8,-3,-0.05,3,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.8,0,67,108,14.16,45,25.16,42.24,26.5,24.46,33.9,15.69,19.11,1970-01-01 00:00:00.000000798,DS04,winter,22.13,27.0,
-1,6,94.75,1395,129,1334,1.05,1.61,43,1430,1.53,351,47.6,3.076,3,407.1,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.3,0,70,98,13.19,63,21.99,59.79,23.07,36.97,29.84,12.22,16.23,1970-01-01 00:00:00.000000798,DS05,winter,18.7,28.0,
-2,6,97.68,1395,119,1354,1.07,1.92,62,1412,1.76,351,52.9,3.063,4,405.3,-2,-0.05,2,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.4,0,66,108,14.16,45,25.15,42.24,26.5,24.46,33.9,15.69,19.11,1970-01-01 00:00:00.000000799,DS04,winter,22.13,27.0,
0,6,96.21,1395,123,1344,1.05,1.83,43,1419,1.52,351,47.6,3.076,3,407.1,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.007,2.4,406.3,0,70,98,13.19,63,21.99,59.79,23.07,36.97,29.85,12.17,16.23,1970-01-01 00:00:00.000000799,DS05,winter,18.7,28.0,
-3,7,96.7,1395,118,1347,1.06,1.86,62,1412,1.53,351,52.9,3.066,4,405.5,-3,-0.05,3,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.5,0,66,109,14.16,45,25.15,42.24,26.5,24.46,33.9,15.69,19.11,1970-01-01 00:00:00.000000800,DS04,winter,22.13,27.0,
0,6,96.21,1395,116,1344,1.06,1.83,43,1419,1.52,351,47.6,3.076,3,407.1,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.007,2.4,406.3,0,70,98,13.19,63,21.99,59.79,23.07,36.97,29.85,12.17,16.23,1970-01-01 00:00:00.000000800,DS05,winter,18.7,28.0,
-3,6,97.68,1395,118,1354,1.05,1.64,62,1433,1.58,351,52.8,3.065,4,405.8,-3,-0.05,3,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.7,0,66,108,14.16,45,25.15,42.24,26.5,24.44,33.93,15.74,19.11,1970-01-01 00:00:00.000000801,DS04,winter,22.13,27.0,
-1,6,95.73,1395,122,1340,1.06,1.92,43,1433,1.67,351,47.6,3.074,3,406.8,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.99,59.79,23.07,36.94,29.85,12.22,16.23,1970-01-01 00:00:00.000000801,DS05,winter,18.7,28.0,
-1,6,94.75,1395,123,1334,1.05,1.73,43,1433,1.5,351,47.7,3.076,3,407.1,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.008,2.4,405.9,0,70,98,13.19,63,21.99,59.79,23.07,36.94,29.85,12.22,16.23,1970-01-01 00:00:00.000000802,DS05,winter,18.7,28.0,
-3,7,96.21,1395,115,1344,1.05,1.87,62,1434,1.65,351,52.8,3.065,4,405.7,-3,-0.05,3,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.6,0,66,108,14.16,45,25.15,42.24,26.5,24.42,33.95,15.79,19.11,1970-01-01 00:00:00.000000802,DS04,winter,22.13,27.0,
0,7,98.17,1395,114,1357,1.06,2.03,62,1434,1.43,351,52.8,3.063,4,405.6,0,-0.05,0,1,1,0,0,42,0,4,0,-1,0.008,2.9,404.6,0,66,109,14.16,45,25.24,42.24,26.5,24.42,33.93,15.79,19.06,1970-01-01 00:00:00.000000803,DS04,winter,22.13,27.0,
0,6,95.73,1395,123,1340,1.05,1.9,43,1419,1.46,351,47.7,3.077,3,407.4,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.007,2.4,406.3,0,70,98,13.19,63,21.99,59.79,23.07,36.92,29.9,12.22,16.23,1970-01-01 00:00:00.000000803,DS05,winter,18.7,28.0,
-2,7,96.7,1395,126,1347,1.05,1.89,62,1434,1.59,351,52.9,3.063,4,405.6,-2,-0.05,2,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.6,0,66,108,14.16,45,25.23,42.24,26.5,24.42,33.94,15.79,19.11,1970-01-01 00:00:00.000000804,DS04,winter,22.13,27.0,
-1,6,94.75,1395,117,1334,1.05,1.74,43,1419,1.56,351,47.7,3.077,3,407.3,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.2,0,70,98,13.19,63,21.99,59.79,23.07,36.89,29.89,12.22,16.32,1970-01-01 00:00:00.000000804,DS05,winter,18.7,28.0,
-1,6,95.73,1395,118,1340,1.05,1.79,43,1433,1.59,351,47.7,3.077,3,407.3,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.2,0,70,98,13.19,63,21.99,59.7,23.07,36.87,29.92,12.22,16.32,1970-01-01 00:00:00.000000805,DS05,winter,18.7,28.0,
-1,6,96.7,1395,114,1347,1.05,2.08,62,1422,1.66,351,52.8,3.064,4,405.5,-1,-0.05,1,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.5,0,66,108,14.16,45,25.23,42.24,26.5,24.42,33.91,15.79,19.11,1970-01-01 00:00:00.000000805,DS04,winter,22.13,27.0,
-1,7,99.15,1395,111,1364,1.05,1.9,62,1422,1.48,351,52.9,3.063,4,405.5,-1,-0.05,1,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.4,0,66,108,14.65,45,25.23,42.24,26.5,24.39,33.94,15.79,19.11,1970-01-01 00:00:00.000000806,DS04,winter,22.13,27.0,
-1,6,97.68,1395,120,1354,1.05,1.87,43,1433,1.49,351,47.8,3.076,3,407.5,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.4,0,70,98,13.19,63,21.99,59.7,23.07,36.87,29.92,12.22,16.32,1970-01-01 00:00:00.000000806,DS05,winter,18.7,28.0,
0,6,97.19,1395,116,1351,1.05,1.65,43,1433,1.58,352,47.8,3.077,3,407.4,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.008,2.4,406.3,0,70,98,13.19,63,21.99,59.7,23.07,36.87,29.98,12.22,16.32,1970-01-01 00:00:00.000000807,DS05,winter,18.7,28.0,
-2,7,97.19,1395,124,1351,1.07,1.73,62,1434,1.65,352,53.0,3.062,4,405.5,-2,-0.05,2,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.5,0,66,108,14.16,45,25.23,42.24,26.5,24.37,33.97,15.79,19.11,1970-01-01 00:00:00.000000807,DS04,winter,22.13,27.0,
-1,6,94.75,1395,115,1334,1.05,1.92,43,1413,1.62,351,47.8,3.077,3,407.4,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.008,2.4,406.3,0,70,98,13.19,63,21.99,59.7,23.19,36.84,29.98,12.22,16.32,1970-01-01 00:00:00.000000808,DS05,winter,18.7,28.0,
-1,7,97.19,1395,118,1351,1.05,2.04,62,1434,1.48,351,53.0,3.062,4,405.5,-1,-0.05,1,1,1,0,0,41,0,4,0,-1,0.008,2.9,404.5,0,66,108,14.16,45,25.23,42.12,26.5,24.37,33.99,15.79,19.11,1970-01-01 00:00:00.000000808,DS04,winter,22.13,27.0,
-1,6,94.75,1395,122,1334,1.06,1.84,43,1433,1.48,351,47.8,3.077,3,407.2,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.3,0,70,98,13.19,63,21.99,59.7,23.19,36.84,29.98,12.22,16.32,1970-01-01 00:00:00.000000809,DS05,winter,18.7,28.0,
-1,6,96.21,1395,112,1344,1.06,1.75,62,1434,1.67,351,53.0,3.063,4,405.5,-1,-0.05,1,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.4,0,66,108,14.16,45,25.24,42.12,26.5,24.37,33.97,15.79,19.11,1970-01-01 00:00:00.000000809,DS04,winter,22.13,27.0,
-1,6,96.21,1395,126,1344,1.05,1.62,43,1433,1.52,351,47.8,3.077,3,407.3,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.99,59.7,23.19,36.84,30.0,12.22,16.32,1970-01-01 00:00:00.000000810,DS05,winter,18.7,28.0,
-2,6,96.21,1395,117,1344,1.05,1.85,62,1434,1.71,351,53.0,3.063,4,405.5,-2,-0.05,2,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.4,0,66,109,14.65,45,25.24,42.12,26.5,24.37,34.02,15.74,19.11,1970-01-01 00:00:00.000000810,DS04,winter,22.13,27.0,
0,6,97.68,1395,118,1354,1.06,1.88,43,1419,1.62,351,47.8,3.075,3,407.3,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.007,2.4,406.2,0,70,98,13.19,63,21.99,59.62,23.19,36.79,29.97,12.22,16.32,1970-01-01 00:00:00.000000811,DS05,winter,18.7,28.0,
-3,7,97.19,1395,118,1351,1.05,1.94,62,1434,1.51,351,52.9,3.061,4,405.5,-3,-0.05,2,1,1,0,0,42,0,4,0,-1,0.008,2.9,404.3,0,66,109,13.68,45,25.24,42.12,26.59,24.34,33.99,15.79,19.11,1970-01-01 00:00:00.000000811,DS04,winter,22.13,27.0,
-1,6,95.73,1395,116,1340,1.05,1.88,43,1419,1.38,351,47.8,3.075,3,407.3,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.2,0,70,98,13.19,63,21.99,59.62,23.19,36.79,30.03,12.22,16.32,1970-01-01 00:00:00.000000812,DS05,winter,18.7,28.0,
-3,7,95.73,1395,113,1340,1.06,1.89,62,1434,1.55,351,53.0,3.061,4,405.5,-3,-0.05,2,1,1,0,0,42,0,4,0,-1,0.008,2.9,404.3,0,66,109,14.16,45,25.24,42.12,26.59,24.37,33.99,15.79,19.11,1970-01-01 00:00:00.000000812,DS04,winter,22.13,27.0,
-2,6,95.73,1395,116,1340,1.06,1.94,62,1419,1.54,351,53.1,3.062,4,405.3,-2,-0.05,5,1,1,0,0,42,0,4,0,-1,0.008,2.9,404.4,0,66,109,14.16,45,25.24,42.12,26.59,24.32,33.97,15.79,19.11,1970-01-01 00:00:00.000000813,DS04,winter,22.13,27.0,
-1,6,95.73,1395,127,1340,1.05,1.75,43,1434,1.52,351,47.8,3.073,3,407.3,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.99,59.62,23.19,36.75,30.04,12.22,16.32,1970-01-01 00:00:00.000000813,DS05,winter,18.7,28.0,
-2,7,97.19,1395,123,1351,1.07,1.97,62,1419,1.43,351,53.1,3.062,4,405.3,-2,-0.05,4,1,1,0,0,40,0,4,0,-1,0.007,2.9,404.4,0,66,107,14.16,45,25.24,42.12,26.59,24.29,34.0,15.79,19.11,1970-01-01 00:00:00.000000814,DS04,winter,22.13,27.0,
-1,6,95.73,1395,123,1340,1.05,2.07,43,1434,1.66,351,47.9,3.073,3,407.3,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.0,0,70,98,13.19,63,21.99,59.62,23.19,36.75,30.04,12.22,16.32,1970-01-01 00:00:00.000000814,DS05,winter,18.7,28.0,
0,6,94.75,1395,114,1334,1.05,1.8,43,1421,1.51,351,47.9,3.07,3,406.7,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.007,2.4,405.7,0,70,98,13.19,63,21.99,59.62,23.19,36.72,30.04,12.22,16.32,1970-01-01 00:00:00.000000815,DS05,winter,18.7,28.0,
-3,6,95.73,1395,122,1340,1.06,1.79,62,1434,1.61,351,53.1,3.062,4,405.3,-3,-0.05,2,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.4,0,66,108,14.65,45,25.24,42.12,26.59,24.29,34.07,15.79,19.11,1970-01-01 00:00:00.000000815,DS04,winter,22.13,27.0,
-3,6,96.21,1395,105,1344,1.05,1.98,62,1434,1.75,351,53.1,3.062,4,405.3,-3,-0.05,2,1,1,0,0,42,0,4,0,-1,0.007,2.9,404.4,0,66,109,13.68,45,25.24,42.12,26.59,24.29,34.06,15.79,19.11,1970-01-01 00:00:00.000000816,DS04,winter,22.13,27.0,
-1,6,95.24,1395,121,1337,1.07,1.73,43,1421,1.5,351,47.9,3.073,3,407.0,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,405.8,0,70,98,13.19,63,21.99,59.62,23.19,36.72,30.04,12.22,16.32,1970-01-01 00:00:00.000000816,DS05,winter,18.7,28.0,
-4,6,96.21,1395,118,1344,1.05,1.87,62,1434,1.59,351,53.0,3.061,4,405.3,-4,-0.05,4,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.2,0,66,108,14.65,45,25.24,42.12,26.59,24.29,34.06,15.79,19.11,1970-01-01 00:00:00.000000817,DS04,winter,22.13,27.0,
-1,6,95.73,1395,122,1340,1.05,1.69,43,1433,1.49,351,47.9,3.074,3,407.2,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,406.1,0,70,98,13.19,62,21.99,59.5,23.19,36.72,30.1,12.22,16.32,1970-01-01 00:00:00.000000817,DS05,winter,18.7,28.0,
-4,7,95.24,1395,123,1337,1.05,1.83,62,1434,1.51,351,53.1,3.061,4,405.3,-4,-0.05,3,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.2,0,66,109,14.16,45,25.24,42.12,26.59,24.29,34.08,15.79,19.11,1970-01-01 00:00:00.000000818,DS04,winter,22.13,27.0,
0,6,96.7,1395,117,1347,1.06,1.92,43,1434,1.49,351,47.9,3.074,3,406.9,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.008,2.4,405.9,0,70,98,13.19,62,21.99,59.5,23.19,36.67,30.12,12.32,16.32,1970-01-01 00:00:00.000000818,DS05,winter,18.7,28.0,
-1,6,96.21,1395,120,1344,1.07,2.01,43,1421,1.46,352,48.0,3.074,3,407.0,-1,-0.05,1,1,1,0,0,31,0,2,0,1,0.007,2.4,405.7,0,70,98,13.19,62,21.99,59.5,23.19,36.67,30.1,12.27,16.32,1970-01-01 00:00:00.000000819,DS05,winter,18.7,28.0,
-3,6,94.26,1395,122,1330,1.05,1.97,62,1434,1.61,352,53.2,3.059,4,405.0,-3,-0.05,6,1,1,0,0,43,0,4,0,-1,0.008,2.9,404.2,0,67,108,13.68,45,25.24,42.04,26.59,24.27,34.08,15.84,19.11,1970-01-01 00:00:00.000000819,DS04,winter,22.13,27.0,
-3,6,95.73,1395,112,1340,1.05,1.75,62,1434,1.6,351,53.2,3.06,4,405.1,-3,-0.05,4,1,1,0,0,41,0,4,0,-1,0.007,2.9,403.9,0,66,108,14.16,45,25.24,42.04,26.59,24.27,34.08,15.89,19.11,1970-01-01 00:00:00.000000820,DS04,winter,22.13,27.0,
0,6,94.26,1395,123,1330,1.06,1.83,43,1431,1.62,351,48.0,3.071,3,406.8,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.007,2.4,405.8,0,70,98,13.19,62,22.13,59.5,23.19,36.67,30.14,12.32,16.32,1970-01-01 00:00:00.000000820,DS05,winter,18.7,28.0,
-3,6,95.73,1395,126,1340,1.07,1.9,62,1419,1.69,351,53.2,3.057,4,405.1,-3,-0.05,4,1,1,0,0,41,0,4,0,-1,0.007,2.9,404.0,0,66,109,14.16,45,25.24,42.04,26.59,24.27,34.08,15.84,19.11,1970-01-01 00:00:00.000000821,DS04,winter,22.13,27.0,
0,6,95.24,1395,127,1337,1.07,1.89,43,1419,1.62,351,48.0,3.071,3,406.9,0,-0.05,0,1,1,0,0,31,0,2,0,1,0.007,2.4,405.8,0,70,98,13.19,62,22.12,59.5,23.19,36.65,30.18,12.27,16.32,1970-01-01 00:00:00.000000821,DS05,winter,18.7,28.0,
-1,7,95.73,1395,123,1340,1.05,2.07,62,1419,1.52,351,53.1,3.057,4,405.1,-1,-0.05,1,1,1,0,0,43,0,4,0,-1,0.007,2.9,404.0,0,67,108,14.16,45,25.24,42.04,26.59,24.27,34.1,15.89,19.11,1970-01-01 00:00:00.000000822,DS04,winter,22.13,27.0,
